0.100000	0.300000	-0.031108
0.100000	0.600000	-0.011875
0.100000	0.900000	-0.003164
0.100000	1.200000	0.002594
0.100000	1.500000	0.012870
0.100000	1.800000	0.016863
0.100000	2.100000	0.015711
0.100000	2.400000	0.015889
0.100000	2.700000	0.017956
0.100000	3.000000	0.020497
0.100000	3.300000	0.022944
0.100000	3.600000	0.030813
0.100000	3.900000	0.029851
0.100000	4.200000	0.022482
0.100000	4.500000	0.021542
0.100000	4.800000	0.030012
0.100000	5.100000	0.027042
0.100000	5.400000	0.031382
0.100000	5.700000	0.021925
0.100000	6.000000	0.022983
0.100000	6.300000	0.031483
0.100000	6.600000	0.023088
0.100000	6.900000	0.027831
0.100000	7.200000	0.025543
0.100000	7.500000	0.020551
0.100000	7.800000	0.030721
0.100000	8.100000	0.025267
0.100000	8.400000	0.030869
0.100000	8.700000	0.030213
0.100000	9.000000	0.026225
0.100000	9.300000	0.024659
0.100000	9.600000	0.021802
0.100000	9.900000	0.031850
0.100000	10.200000	0.021652
0.100000	10.500000	0.034888
0.100000	10.800000	0.029319
0.100000	11.100000	0.036404
0.100000	11.400000	0.016940
0.100000	11.700000	0.026017
0.100000	12.000000	0.024926
0.100000	12.300000	0.030427
0.100000	12.600000	0.028906
0.100000	12.900000	0.024337
0.100000	13.200000	0.021889
0.100000	13.500000	0.032734
0.100000	13.800000	0.033048
0.100000	14.100000	0.032566
0.100000	14.400000	0.021610
0.100000	14.700000	0.028171
0.100000	15.000000	0.024714
0.100000	15.300000	0.030134
0.100000	15.600000	0.023405
0.100000	15.900000	0.024876
0.100000	16.200000	0.020957
0.100000	16.500000	0.030588
0.100000	16.800000	0.030300
0.100000	17.100000	0.022534
0.100000	17.400000	0.035632
0.100000	17.700000	0.028186
0.100000	18.000000	0.026889
0.100000	18.300000	0.023638
0.100000	18.600000	0.037886
0.100000	18.900000	0.025330
0.100000	19.200000	0.024903
0.100000	19.500000	0.027443
0.100000	19.800000	0.025151
